ortho	Lexique3__lemme	Lexique3__cgram	Lexique3__freqlemlivres	Lexique3__islem
rebrodés	rebroder	VER	0.2	0
rebrosser	rebrosser	VER	0.0	1
rebroussa	rebrousser	VER	6.76	0
rebroussai	rebrousser	VER	6.76	0
rebroussaient	rebrousser	VER	6.76	0
rebroussait	rebrousser	VER	6.76	0
rebroussant	rebrousser	VER	6.76	0
rebrousse	rebrousser	VER	6.76	0
rebroussement	rebroussement	NOM	0.07	1
rebroussent	rebrousser	VER	6.76	0
rebrousser	rebrousser	VER	6.76	1
rebrousserai	rebrousser	VER	6.76	0
rebrousserez	rebrousser	VER	6.76	0
rebroussez	rebrousser	VER	6.76	0
rebroussons	rebrousser	VER	6.76	0
rebroussâmes	rebrousser	VER	6.76	0
rebroussât	rebrousser	VER	6.76	0
rebroussèrent	rebrousser	VER	6.76	0
rebroussé	rebrousser	VER	6.76	0
rebroussée	rebrousser	VER	6.76	0
rebroussées	rebrousser	VER	6.76	0
rebroussés	rebrousser	VER	6.76	0
rebrûlé	rebrûler	VER	0.07	0
rebu	reboire	VER	0.47	0
rebuffade	rebuffade	NOM	1.35	1
rebuffades	rebuffade	NOM	1.35	0
rebus	reboire	VER	0.47	0
rebut	reboire	VER	0.47	0
rebut	rebut	NOM	4.26	1
rebuta	rebuter	VER	5.34	0
rebutaient	rebuter	VER	5.34	0
rebutait	rebuter	VER	5.34	0
rebutant	rebuter	VER	5.34	0
rebutant	rebutant	ADJ	1.62	1
rebutante	rebutant	ADJ	1.62	0
rebutantes	rebutant	ADJ	1.62	0
rebutants	rebutant	ADJ	1.62	0
rebute	rebuter	VER	5.34	0
rebutent	rebuter	VER	5.34	0
rebuter	rebuter	VER	5.34	1
rebutera	rebuter	VER	5.34	0
rebuterait	rebuter	VER	5.34	0
rebuts	rebut	NOM	4.26	0
rebutèrent	rebuter	VER	5.34	0
rebuté	rebuter	VER	5.34	0
rebutée	rebuter	VER	5.34	0
rebutées	rebuter	VER	5.34	0
rebutés	rebuter	VER	5.34	0
rebuvait	reboire	VER	0.47	0
rebâti	rebâtir	VER	2.36	0
rebâtie	rebâtir	VER	2.36	0
rebâties	rebâtir	VER	2.36	0
rebâtir	rebâtir	VER	2.36	1
rebâtirai	rebâtir	VER	2.36	0
rebâtirent	rebâtir	VER	2.36	0
rebâtirons	rebâtir	VER	2.36	0
rebâtis	rebâtir	VER	2.36	0
rebâtissaient	rebâtir	VER	2.36	0
rebâtissant	rebâtir	VER	2.36	0
rebâtissent	rebâtir	VER	2.36	0
rebâtissons	rebâtir	VER	2.36	0
rebâtit	rebâtir	VER	2.36	0
rebéquer	rebéquer	VER	0.07	1
recache	recacher	VER	0.07	0
recacher	recacher	VER	0.07	1
recacheter	recacheter	VER	0.14	1
recachetée	recacheter	VER	0.14	0
recadre	recadrer	VER	0.14	0
recadrer	recadrer	VER	0.14	1
recadrez	recadrer	VER	0.14	0
recala	recaler	VER	1.01	0
recalage	recalage	NOM	0.0	1
recalculant	recalculer	VER	0.07	0
recalcule	recalculer	VER	0.07	0
recalculer	recalculer	VER	0.07	1
recalculez	recalculer	VER	0.07	0
recalculé	recalculer	VER	0.07	0
recaler	recaler	VER	1.01	1
recalez	recaler	VER	1.01	0
recalé	recalé	ADJ	0.14	1
recalé	recaler	VER	1.01	0
recalée	recaler	VER	1.01	0
recalée	recalé	ADJ	0.14	0
recalés	recaler	VER	1.01	0
recalés	recalé	ADJ	0.14	0
recarreler	recarreler	VER	0.0	1
recasa	recaser	VER	0.34	0
recasable	recasable	ADJ	0.07	1
recaser	recaser	VER	0.34	1
recaserai	recaser	VER	0.34	0
recasser	recasser	VER	0.07	1
recasses	recasser	VER	0.07	0
recassé	recasser	VER	0.07	0
recassée	recasser	VER	0.07	0
recasé	recaser	VER	0.34	0
recel	recel	NOM	1.01	1
recelaient	receler	VER	3.72	0
recelait	receler	VER	3.72	0
recelant	receler	VER	3.72	0
receler	receler	VER	3.72	1
receleur	receleur	NOM	1.28	1
receleur-miracle	receleur-miracle	NOM	0.07	1
receleurs	receleur	NOM	1.28	0
receleuse	receleur	NOM	1.28	0
receleuses	receleur	NOM	1.28	0
recelons	receler	VER	3.72	0
recelé	receler	VER	3.72	0
recelée	receler	VER	3.72	0
recelées	receler	VER	3.72	0
recelés	receler	VER	3.72	0
recensa	recenser	VER	1.96	0
recensais	recenser	VER	1.96	0
recensait	recenser	VER	1.96	0
recensant	recenser	VER	1.96	0
recense	recenser	VER	1.96	0
recensement	recensement	NOM	1.08	1
recensements	recensement	NOM	1.08	0
recensent	recenser	VER	1.96	0
recenser	recenser	VER	1.96	1
recenseur	recenseur	NOM	0.0	1
recension	recension	NOM	0.27	1
recensâmes	recenser	VER	1.96	0
recensèrent	recenser	VER	1.96	0
recensé	recenser	VER	1.96	0
recensées	recenser	VER	1.96	0
recensés	recenser	VER	1.96	0
recentrage	recentrage	NOM	0.07	1
recentre	recentrer	VER	0.2	0
recentrer	recentrer	VER	0.2	1
recentrons	recentrer	VER	0.2	0
recentré	recentrer	VER	0.2	0
recentrée	recentrer	VER	0.2	0
recette	recette	NOM	13.38	1
recettes	recette	NOM	13.38	0
recevabilité	recevabilité	NOM	0.0	1
recevable	recevable	ADJ	0.27	1
recevables	recevable	ADJ	0.27	0
recevaient	recevoir	VER	224.46	0
recevais	recevoir	VER	224.46	0
recevait	recevoir	VER	224.46	0
recevant	recevoir	VER	224.46	0
receveur	receveur	NOM	1.62	1
receveurs	receveur	NOM	1.62	0
receveuse	receveur	NOM	1.62	0
receveuses	receveur	NOM	1.62	0
recevez	recevoir	VER	224.46	0
receviez	recevoir	VER	224.46	0
recevions	recevoir	VER	224.46	0
recevoir	recevoir	VER	224.46	1
recevons	recevoir	VER	224.46	0
recevra	recevoir	VER	224.46	0
recevrai	recevoir	VER	224.46	0
recevraient	recevoir	VER	224.46	0
recevrais	recevoir	VER	224.46	0
recevrait	recevoir	VER	224.46	0
recevras	recevoir	VER	224.46	0
recevrez	recevoir	VER	224.46	0
recevriez	recevoir	VER	224.46	0
recevrions	recevoir	VER	224.46	0
recevrons	recevoir	VER	224.46	0
recevront	recevoir	VER	224.46	0
rechampi	rechampi	NOM	0.07	1
rechampis	rechampir	VER	0.14	0
rechampit	rechampir	VER	0.14	0
rechange	rechange	NOM	2.77	1
rechanger	rechanger	VER	0.07	1
rechanges	rechange	NOM	2.77	0
rechangé	rechanger	VER	0.07	0
rechanta	rechanter	VER	0.14	0
rechanter	rechanter	VER	0.14	1
rechanté	rechanter	VER	0.14	0
rechaper	rechaper	VER	0.07	1
recharge	recharger	VER	3.99	0
recharge	recharge	NOM	0.34	1
rechargea	recharger	VER	3.99	0
rechargeable	rechargeable	ADJ	0.0	1
rechargeaient	recharger	VER	3.99	0
rechargeais	recharger	VER	3.99	0
rechargeait	recharger	VER	3.99	0
rechargeant	recharger	VER	3.99	0
rechargement	rechargement	NOM	0.0	1
rechargent	recharger	VER	3.99	0
recharger	recharger	VER	3.99	1
rechargerai	recharger	VER	3.99	0
rechargerait	recharger	VER	3.99	0
rechargerons	recharger	VER	3.99	0
recharges	recharge	NOM	0.34	0
recharges	recharger	VER	3.99	0
rechargez	recharger	VER	3.99	0
rechargé	recharger	VER	3.99	0
rechargée	recharger	VER	3.99	0
rechargées	recharger	VER	3.99	0
rechargés	recharger	VER	3.99	0
rechasser	rechasser	VER	0.0	1
rechaussaient	rechausser	VER	0.68	0
rechaussant	rechausser	VER	0.68	0
rechausser	rechausser	VER	0.68	1
rechausserait	rechausser	VER	0.68	0
rechaussée	rechausser	VER	0.68	0
